iter	RMSE
530	0.09859628394
531	0.09857214215
532	0.09856989938
533	0.09856602292
534	0.09855351984
535	0.09854827425
536	0.0985464216
537	0.0985299361
538	0.09844822071
539	0.09843503977
540	0.09842951817
541	0.09841972469
542	0.09840662056
543	0.09839872869
544	0.09839351848
545	0.09837940563
546	0.09837141577
547	0.0983582426
548	0.09835000235
549	0.09818426391
550	0.09817741479
551	0.09817225554
552	0.09815819688
553	0.09814715081
554	0.09813389792
555	0.0981269102
556	0.09812207931
557	0.09811972945
558	0.09810151323
559	0.09809523199
560	0.09808304534
561	0.09808077964
562	0.09807209227
563	0.0980577012
564	0.09790803018
565	0.09789964866
566	0.0978931652
567	0.09788927911
568	0.09788722196
569	0.09788185115
570	0.09787753757
571	0.09787359293
572	0.09786950325
573	0.09786243042
574	0.09785144045
575	0.0978495118
576	0.09784561113
577	0.09784131222
578	0.0978355278
579	0.09782558879
580	0.09781269953
581	0.09780624241
582	0.09780563388
583	0.09779601344
584	0.09777977317
585	0.0977613785
586	0.09775160865
587	0.09774590605
588	0.09773918912
589	0.09767308685
590	0.09766684892
591	0.09765634147
592	0.09764663155
593	0.09764403339
594	0.09763561132
595	0.09762847386
596	0.09762394963
597	0.09762145955
598	0.09760901511
599	0.09760048477
600	0.09758640548
601	0.09758239631
602	0.09756990178
603	0.09750115548
604	0.09749098743
605	0.09748579502
606	0.09747782544
607	0.09741509131
608	0.09741179383
609	0.09740381575
610	0.09739739396
611	0.09738954049
612	0.09738463933
613	0.0973244284
614	0.09731733629
615	0.09730826381
616	0.09729341342
617	0.09728420627
618	0.09727432594
619	0.09726125747
620	0.09724518492
621	0.09723442709
622	0.09722672354
623	0.09721304173
624	0.09719801138
625	0.09719212918
626	0.0971834243
627	0.09718103424
628	0.09717236331
629	0.09717115826
630	0.09716140865
631	0.09715722875
632	0.09714679508
633	0.09714220963
634	0.09713163279
635	0.09712567329
636	0.09712400791
637	0.0971181761
638	0.09710766479
639	0.097088484
640	0.09708231158
641	0.0970324082
642	0.09702486364
643	0.09702137952
644	0.09702032573
645	0.09701191664
646	0.09700488077
647	0.09700093813
648	0.09698912682
649	0.09694456703
650	0.09693756047
651	0.09693091344
652	0.09692093215
653	0.09691268538
654	0.09690769813
655	0.09677391964
656	0.09676938586
657	0.09676558388
658	0.09676324781
659	0.09674920974
660	0.09673898098
661	0.09672962671
662	0.09666579978
663	0.09665573922
664	0.09665234902
665	0.09665225578
666	0.09664254843
667	0.09663216576
668	0.09662590084
669	0.09662216971
670	0.09661206717
671	0.09660647478
672	0.0966056995
673	0.09656524457
674	0.09656146069
675	0.09655117539
676	0.09654240472
677	0.09653802979
678	0.09652921645
679	0.0965157289
680	0.09651433522
681	0.09650160061
682	0.09649626257
683	0.09649046097
684	0.09648257131
685	0.09647817994
686	0.09647418064
687	0.09646596688
688	0.09646139955
689	0.09646135235
690	0.09646130828
691	0.09646113858
692	0.09645570885
693	0.09644831515
694	0.09644096085
695	0.09642945123
696	0.09642631633
697	0.09642277343
698	0.09641493023
699	0.09641471391
700	0.09640934455
701	0.09639933101
702	0.09639438291
703	0.09638873018
704	0.09638852891
705	0.09638091526
706	0.09637691619
707	0.09637667905
708	0.09637334224
709	0.0963707765
710	0.09636779903
711	0.09636267543
712	0.09635844852
713	0.09635443063
714	0.09634736089
715	0.09633976802
716	0.09632829591
717	0.09632464661
718	0.09632459684
719	0.09631604806
720	0.09630792031
721	0.09630661442
722	0.09630097144
723	0.09629715629
724	0.09628936082
725	0.09628214651
726	0.09627931821
727	0.09627599281
728	0.09627263585
729	0.09626847396
730	0.09626067545
731	0.09625266858
732	0.09624025994
733	0.09623865488
734	0.09622146399
735	0.09622143584
736	0.09622021033
737	0.09621674366
738	0.09621558483
739	0.09620937174
740	0.09620462848
741	0.09619704326
742	0.09619675244
743	0.09619347497
744	0.09619225397
745	0.09618644304
746	0.09607139633
747	0.0960678118
748	0.09606165291
749	0.09605710461
750	0.09605129688
751	0.09605116505
752	0.09604670785
753	0.09604658524
754	0.09604381316
755	0.09604081013
756	0.0960309309
757	0.09602431379
758	0.09602211218
759	0.09602110856
760	0.09600163752
761	0.09597674208
762	0.09597188334
763	0.09596530515
764	0.09596180179
765	0.09595585436
766	0.09595331495
767	0.09594174251
768	0.09593799005
769	0.09593262675
770	0.09592454975
771	0.09591836847
772	0.09591615985
773	0.09591293306
774	0.09590791548
775	0.0959053068
776	0.09589099098
777	0.0958398665
778	0.09583825048
779	0.0958362238
780	0.09583005912
781	0.09582590648
782	0.09581876607
783	0.09581648466
784	0.09581119139
785	0.09581024316
786	0.09580436634
787	0.09580203302
788	0.09579807695
789	0.09579608168
790	0.0957901937
791	0.09578056799
792	0.09577754912
793	0.09576947321
794	0.09576161364
795	0.09575533091
796	0.09575089335
797	0.0957446014
798	0.095742262
799	0.09573693607
800	0.09573042671
801	0.09572487791
802	0.09572277175
803	0.09571987982
804	0.09571474923
805	0.09571291961
806	0.09570484327
807	0.09569933664
808	0.09569577849
809	0.09569065553
810	0.09568873459
811	0.09567550313
812	0.09567348052
813	0.09566950703
814	0.09566630158
815	0.09566371652
816	0.09563826828
817	0.09562222853
818	0.09561538271
819	0.09561010486
820	0.09560422538
821	0.09560212488
822	0.09559275541
823	0.0955913853
824	0.09558920875
825	0.09558374397
826	0.09557316859
827	0.09557027964
828	0.0955627589
829	0.09556273797
830	0.0955583531
831	0.09554889277
832	0.09554396182
833	0.09554263584
834	0.0955404986
835	0.09553341004
836	0.09552257558
837	0.09552133687
838	0.09550896426
839	0.09550585773
840	0.09550238697
841	0.0954988145
842	0.09548153896
843	0.09547889599
844	0.09547886478
845	0.0954731606
846	0.09546437422
847	0.09546001005
848	0.09545650337
849	0.09543547351
850	0.09543385689
851	0.09543077258
852	0.09533342122
853	0.09533007659
854	0.09532137095
855	0.09530548825
856	0.09530278761
857	0.09529896519
858	0.0952944936
859	0.09529161055
860	0.09528679856
861	0.09528672805
862	0.09519666798
863	0.09519423953
864	0.09519117555
865	0.09518279412
866	0.09518096544
867	0.09516877844
868	0.0951587322
869	0.09515721011
870	0.09515024521
871	0.09514963962
872	0.09514502097
873	0.09514380426
874	0.09513895896
875	0.09513301461
876	0.09512750873
877	0.09512115681
878	0.09507428916
879	0.09507307001
880	0.09507061552
881	0.09506567215
882	0.09506393919
883	0.09498654285
884	0.0949844955
885	0.09498089402
886	0.09497661066
887	0.09497443169
888	0.09497021493
889	0.09496683307
890	0.09493121204
891	0.09492614206
892	0.09492220807
893	0.09491736952
894	0.0949119669
895	0.09490752617
896	0.09490428615
897	0.09490341356
898	0.09490191403
899	0.09489514252
900	0.09489222508
901	0.09488581292
902	0.09487974768
903	0.09487523943
904	0.09486926081
905	0.09486134598
906	0.09485724275
907	0.09485421659
908	0.09484678358
909	0.09484100108
910	0.09482984959
911	0.09482433931
912	0.09481227
913	0.09480650196
914	0.09480418356
915	0.0948009087
916	0.0947991825
917	0.09479420686
918	0.09479144559
919	0.0947887121
920	0.09478449766
921	0.09475858466
922	0.09475853109
923	0.09475176076
924	0.09475113971
925	0.09474721774
926	0.09474182494
927	0.0947306058
928	0.09472905416
929	0.09472414426
930	0.09472078646
931	0.09471447355
932	0.09471219985
933	0.09470719795
934	0.09465810398
935	0.09465089746
936	0.09464658971
937	0.09464338354
938	0.09463720884
939	0.09463005919
940	0.09460982685
941	0.09454317671
942	0.09448211335
943	0.09442553198
944	0.09442113394
945	0.09434854092
946	0.09434587219
947	0.09423855007
948	0.09423452932
949	0.09422602512
950	0.09413566124
951	0.0940443914
952	0.09396200921
953	0.09388393636
954	0.09381761504
955	0.09374817424
956	0.09368458619
957	0.09367805363
958	0.09361677004
959	0.09360809461
960	0.09360076809
961	0.09354661638
962	0.09349142897
963	0.09343718816
964	0.09343141824
965	0.09342776559
966	0.09342521121
967	0.09342116978
968	0.09337715713
969	0.09336888146
970	0.09336484091
971	0.09336111189
972	0.09335536499
973	0.09334708823
974	0.09334286308
975	0.09333827053
976	0.09333457137
977	0.09333161887
978	0.09332386527
979	0.09328043184
980	0.09327417551
981	0.0932449016
982	0.09323854185
983	0.09323479652
984	0.09320735281
985	0.09317172357
986	0.09313499656
987	0.09312916023
988	0.09312408686
989	0.09312002837
990	0.09310858597
991	0.09310428583
992	0.09309391613
993	0.09309073746
994	0.09308537076
995	0.0930833973
996	0.0930617021
997	0.0930524901
998	0.09304783583
999	0.0930442436
